ATECO,ATECO_Desc,Natura,Fatturato,Dipendenti,Provincia,Business_Size,Revenue_Size,Industry,Total_Revenue_36M,Active_Months
M.74.90.21,Consulenza sulla sicurezza ed igiene dei posti di lavoro,1.a Impresa,529327,5,RM,Micro (1-10),Small (100k-1M),Professional Services,324,3
C.10.40.00,PRODUZIONE DI OLI E GRASSI VEGETALI E ANIMALI,1.a Impresa,0,1,PG,Micro (1-10),No revenue,Manufacturing,639,10
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,0,0,MB,No employees,No revenue,Wholesale/Retail,103,1
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,0,1,BA,Micro (1-10),No revenue,Wholesale/Retail,42,4
J.61.90.91,Intermediazione in servizi di telecomunicazione e trasmissione dati,1.a Impresa,2616,1,RC,Micro (1-10),Very Small (<100k),Information/Technology,39,6
G.45.32.00,Commercio al dettaglio di parti e accessori di autoveicoli,1.a Impresa,0,4,TO,Micro (1-10),No revenue,Wholesale/Retail,877,2
A.01.13.20,Coltivazione di ortaggi (inclusi i meloni) in foglia a fusto a frutto in radici bulbi e tuberi in colture protette (escluse barbabietola da zucchero e patate),1.b Azienda individuale,0,4,TO,Micro (1-10),No revenue,Other,40,3
A.01.28.00,Coltivazione di spezie piante aromatiche e farmaceutiche,1.b Azienda individuale,0,1,MO,Micro (1-10),No revenue,Other,460,12
A.01.26.00,Coltivazione di frutti oleosi,1.b Azienda individuale,0,1,SI,Micro (1-10),No revenue,Other,35,2
A.01.21.00,Coltivazione di uva,1.b Azienda individuale,0,5,TP,Micro (1-10),No revenue,Other,6,1
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,0,1,SA,Micro (1-10),No revenue,Wholesale/Retail,22,2
A.01.19.10,Coltivazione di fiori in piena aria,1.b Azienda individuale,0,1,GR,Micro (1-10),No revenue,Other,22,2
A.01.41.00,Allevamento di bovini da latte,1.b Azienda individuale,0,5,MO,Micro (1-10),No revenue,Other,592,9
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,0,1,MB,Micro (1-10),No revenue,Wholesale/Retail,112,3
G.47.51.10,Commercio al dettaglio di tessuti per l'abbigliamento l'arredamento e di biancheria per la casa,1.b Azienda individuale,0,1,CO,Micro (1-10),No revenue,Wholesale/Retail,105,1
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,0,1,MI,Micro (1-10),No revenue,Wholesale/Retail,11,1
S.96.02.02,Servizi degli istituti di bellezza,1.b Azienda individuale,0,13,BA,Small (11-50),No revenue,Other Services,16,1
J.62.02.00,Consulenza nel settore delle tecnologie dell'informatica,1.a Impresa,87192,4,LT,Micro (1-10),Very Small (<100k),Information/Technology,1451,5
G.47.59.20,Commercio al dettaglio di utensili per la casa di cristallerie e vasellame,1.a Impresa,195842,2,VE,Micro (1-10),Small (100k-1M),Wholesale/Retail,265,9
G.47.78.99,Commercio al dettaglio di altri prodotti non alimentari nca,1.a Impresa,0,1,BA,Micro (1-10),No revenue,Wholesale/Retail,581,5
J.62.01.00,Produzione di software non connesso all'edizione,1.a Impresa,16165,1,TN,Micro (1-10),Very Small (<100k),Information/Technology,5,1
J.62.01.00,Produzione di software non connesso all'edizione,1.a Impresa,1289738,4,VA,Micro (1-10),Medium (1M-10M),Information/Technology,551,15
D.35.11.00,Produzione di energia elettrica,1.a Impresa,652371,1,SR,Micro (1-10),Small (100k-1M),Other,117,2
C.13.92.20,Fabbricazione di articoli in materie tessili nca,1.b Azienda individuale,0,1,PI,Micro (1-10),No revenue,Manufacturing,53,1
M.73.11.02,Conduzione di campagne di marketing e altri servizi pubblicitari,1.b Azienda individuale,0,1,MI,Micro (1-10),No revenue,Professional Services,157,2
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,544465,20,CO,Small (11-50),Small (100k-1M),Wholesale/Retail,1154,6
C.10.86.00,Produzione di preparati omogeneizzati e di alimenti dietetici,1.a Impresa,3796459,8,AR,Micro (1-10),Medium (1M-10M),Manufacturing,1910,14
G.47.51.10,Commercio al dettaglio di tessuti per l'abbigliamento l'arredamento e di biancheria per la casa,1.b Azienda individuale,0,1,SS,Micro (1-10),No revenue,Wholesale/Retail,446,15
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,44245,1,RM,Micro (1-10),Very Small (<100k),Wholesale/Retail,1167,6
A.01.11.40,Coltivazioni miste di cereali legumi da granella e semi oleosi,1.a Impresa,0,10,PC,Micro (1-10),No revenue,Other,12,1
A.01.11.40,Coltivazioni miste di cereali legumi da granella e semi oleosi,1.b Azienda individuale,0,1,PC,Micro (1-10),No revenue,Other,22,1
G.47.75.10,Commercio al dettaglio di articoli di profumeria prodotti per toletta e per l'igiene personale,1.b Azienda individuale,0,2,BN,Micro (1-10),No revenue,Wholesale/Retail,40,3
G.45.32.00,Commercio al dettaglio di parti e accessori di autoveicoli,1.b Azienda individuale,0,3,Unknown,Micro (1-10),No revenue,Wholesale/Retail,5212,13
P.85.59.20,Corsi di formazione e corsi di aggiornamento professionale,1.a Impresa,163341,2,RM,Micro (1-10),Small (100k-1M),Other,260,13
A.01.28.00,Coltivazione di spezie piante aromatiche e farmaceutiche,1.b Azienda individuale,0,4,SV,Micro (1-10),No revenue,Other,711,1
M.74.20.20,Laboratori fotografici per lo sviluppo e la stampa,1.a Impresa,0,2,CO,Micro (1-10),No revenue,Professional Services,100,9
A.01.11.40,Coltivazioni miste di cereali legumi da granella e semi oleosi,1.b Azienda individuale,0,19,FE,Small (11-50),No revenue,Other,143,7
L.68.32.00,Gestione di immobili per conto terzi,1.a Impresa,1328,3,Unknown,Micro (1-10),Very Small (<100k),Other,28,2
G.47.75.10,Commercio al dettaglio di articoli di profumeria prodotti per toletta e per l'igiene personale,1.a Impresa,16778,1,FI,Micro (1-10),Very Small (<100k),Wholesale/Retail,51,7
P.85.00.00,ISTRUZIONE,2. Ente pubblico / gest. serv. pubblici,0,0,Unknown,No employees,No revenue,Other,10,1
G.47.51.20,Commercio al dettaglio di filati per maglieria e merceria,1.b Azienda individuale,0,1,PS,Micro (1-10),No revenue,Wholesale/Retail,32,1
G.46.47.10,Commercio all'ingrosso di mobili di qualsiasi materiale,1.b Azienda individuale,0,2,TO,Micro (1-10),No revenue,Wholesale/Retail,244,7
I.56.10.20,Ristorazione senza somministrazione con preparazione di cibi da asporto,1.a Impresa,269137,7,BS,Micro (1-10),Small (100k-1M),Other,33,2
A.01.23.00,Coltivazione di agrumi,1.b Azienda individuale,0,4,CT,Micro (1-10),No revenue,Other,156,3
R.93.19.99,Altre attività sportive nca,1.a Impresa,0,2,ME,Micro (1-10),No revenue,Other,214,6
G.47.24.20,Commercio al dettaglio di torte dolciumi confetteria,1.b Azienda individuale,0,2,BA,Micro (1-10),No revenue,Wholesale/Retail,121,8
G.47.24.20,Commercio al dettaglio di torte dolciumi confetteria,1.b Azienda individuale,0,1,LE,Micro (1-10),No revenue,Wholesale/Retail,69,3
C.10.73.00,Produzione di paste alimentari di cuscus e di prodotti farinacei simili,1.a Impresa,11694588,29,LT,Small (11-50),Large (>10M),Manufacturing,213,5
I.56.10.11,Ristorazione con somministrazione,1.a Impresa,775036,22,RM,Small (11-50),Small (100k-1M),Other,6105,14
G.47.52.10,Commercio al dettaglio di ferramenta vernici vetro piano e materiale elettrico e termoidraulico,1.a Impresa,6944734,15,TO,Small (11-50),Medium (1M-10M),Wholesale/Retail,11049,6
C.27.11.00,Fabbricazione di motori generatori e trasformatori elettrici,1.a Impresa,12895556,69,PR,Medium (51-250),Large (>10M),Manufacturing,87,6
E.38.11.00,Raccolta di rifiuti non pericolosi,1.a Impresa,3616831,13,VR,Small (11-50),Medium (1M-10M),Other,38,4
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,0,1,RM,Micro (1-10),No revenue,Wholesale/Retail,233,16
G.47.73.10,Farmacie,1.b Azienda individuale,0,3,BS,Micro (1-10),No revenue,Wholesale/Retail,5,1
G.47.71.10,Commercio al dettaglio di confezioni per adulti,1.a Impresa,392306,11,FR,Small (11-50),Small (100k-1M),Wholesale/Retail,1375,4
G.46.69.91,Commercio all'ingrosso di strumenti e attrezzature di misurazione per uso scientifico,1.a Impresa,142636,2,RM,Micro (1-10),Small (100k-1M),Wholesale/Retail,796,14
S.95.29.09,Riparazione di altri beni di consumo per uso personale e per la casa nca,1.b Azienda individuale,0,1,TO,Micro (1-10),No revenue,Other Services,4402,16
G.47.75.10,Commercio al dettaglio di articoli di profumeria prodotti per toletta e per l'igiene personale,1.a Impresa,0,1,BG,Micro (1-10),No revenue,Wholesale/Retail,65,5
A.01.28.00,Coltivazione di spezie piante aromatiche e farmaceutiche,1.a Impresa,0,1,NU,Micro (1-10),No revenue,Other,3922,16
N.81.21.00,Pulizia generale (non specializzata) di edifici,1.b Azienda individuale,0,1,RM,Micro (1-10),No revenue,Business Services,64,5
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,0,1,VR,Micro (1-10),No revenue,Wholesale/Retail,26,2
G.46.18.97,Agenti e rappresentanti di altri prodotti non alimentari nca (inclusi gli imballaggi e gli articoli antinfortunistici antincendio e pubblicitari),1.a Impresa,401721,1,BS,Micro (1-10),Small (100k-1M),Wholesale/Retail,242,4
A.01.21.00,Coltivazione di uva,1.b Azienda individuale,0,8,TN,Micro (1-10),No revenue,Other,546,20
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,0,1,SV,Micro (1-10),No revenue,Wholesale/Retail,133,3
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,0,1,MO,Micro (1-10),No revenue,Wholesale/Retail,37,2
K.66.19.21,Promotori finanziari,1.b Azienda individuale,0,2,CR,Micro (1-10),No revenue,Other,11,1
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,1419262,1,RM,Micro (1-10),Medium (1M-10M),Wholesale/Retail,1618,5
A.01.19.20,Coltivazione di fiori in colture protette,1.b Azienda individuale,0,1,RM,Micro (1-10),No revenue,Other,62,4
K.66.19.22,Agenti mediatori e procacciatori in prodotti finanziari,1.a Impresa,201809,2,PC,Micro (1-10),Small (100k-1M),Other,57,10
G.47.11.40,Minimercati ed altri esercizi non specializzati di alimentari vari,1.a Impresa,20744,1,CH,Micro (1-10),Very Small (<100k),Wholesale/Retail,110,3
M.70.22.09,Altre attività di consulenza imprenditoriale e altra consulenza amministrativogestionale e pianificazione aziendale ,1.b Azienda individuale,0,1,AN,Micro (1-10),No revenue,Professional Services,201,8
A.01.19.10,Coltivazione di fiori in piena aria,1.a Impresa,0,1,MI,Micro (1-10),No revenue,Other,472,4
J.59.14.00,Attività di proiezione cinematografica,1.a Impresa,298873,1,MI,Micro (1-10),Small (100k-1M),Information/Technology,5,1
G.46.42.10,Commercio all'ingrosso di abbigliamento e accessori,1.a Impresa,44428,2,MC,Micro (1-10),Very Small (<100k),Wholesale/Retail,2217,6
C.23.19.20,Lavorazione di vetro a mano e a soffio artistico,1.b Azienda individuale,0,1,TO,Micro (1-10),No revenue,Manufacturing,107,3
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,0,1,LE,Micro (1-10),No revenue,Wholesale/Retail,8,1
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,0,1,MI,Micro (1-10),No revenue,Wholesale/Retail,577,9
G.47.99.20,Commercio effettuato per mezzo di distributori automatici,1.b Azienda individuale,0,2,RM,Micro (1-10),No revenue,Wholesale/Retail,18,2
G.46.42.10,Commercio all'ingrosso di abbigliamento e accessori,1.a Impresa,569811,10,BS,Micro (1-10),Small (100k-1M),Wholesale/Retail,410,12
C.20.41.10,Fabbricazione di saponi detergenti e di agenti organici tensioattivi (esclusi i prodotti per toletta),1.a Impresa,1997433,6,MI,Micro (1-10),Medium (1M-10M),Manufacturing,126065,14
M.74.90.00,ALTRE ATTIVITÀ PROFESSIONALI SCIENTIFICHE E TECNICHE NCA,1.a Impresa,552281,5,BG,Micro (1-10),Small (100k-1M),Professional Services,7,1
G.47.11.40,Minimercati ed altri esercizi non specializzati di alimentari vari,1.b Azienda individuale,0,3,CZ,Micro (1-10),No revenue,Wholesale/Retail,8,1
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,0,1,GE,Micro (1-10),No revenue,Wholesale/Retail,285,10
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,0,1,VC,Micro (1-10),No revenue,Wholesale/Retail,52,1
G.46.42.10,Commercio all'ingrosso di abbigliamento e accessori,1.a Impresa,0,0,Unknown,No employees,No revenue,Wholesale/Retail,29,6
H.49.41.00,Trasporto di merci su strada,1.b Azienda individuale,0,8,PT,Micro (1-10),No revenue,Transportation,2571,7
G.47.62.20,Commercio al dettaglio di articoli di cartoleria e forniture per ufficio,1.b Azienda individuale,0,1,CL,Micro (1-10),No revenue,Wholesale/Retail,221,6
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,8995,1,Unknown,Micro (1-10),Very Small (<100k),Wholesale/Retail,329,3
I.56.10.30,Gelaterie e pasticcerie,1.b Azienda individuale,0,3,PA,Micro (1-10),No revenue,Other,163,2
C.32.50.12,Fabbricazione di apparecchi e strumenti per odontoiatria e di apparecchi medicali (incluse parti staccate e accessori),1.a Impresa,571690,1,BN,Micro (1-10),Small (100k-1M),Manufacturing,3763,15
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,256681,2,BS,Micro (1-10),Small (100k-1M),Wholesale/Retail,833,2
G.47.61.00,Commercio al dettaglio di libri in esercizi specializzati,1.a Impresa,314609,2,TV,Micro (1-10),Small (100k-1M),Wholesale/Retail,4033,23
G.47.77.00,Commercio al dettaglio di orologi e articoli di gioielleria in esercizi specializzati,1.b Azienda individuale,0,1,MI,Micro (1-10),No revenue,Wholesale/Retail,24,3
C.28.14.00,Fabbricazione di altri rubinetti e valvole,1.a Impresa,1362560,7,BS,Micro (1-10),Medium (1M-10M),Manufacturing,547,15
C.26.60.02,Fabbricazione di apparecchi elettromedicali (incluse parti staccate e accessori),1.a Impresa,530655,1,PS,Micro (1-10),Small (100k-1M),Manufacturing,42,5
G.47.76.10,Commercio al dettaglio di fiori e piante,1.b Azienda individuale,0,1,VI,Micro (1-10),No revenue,Wholesale/Retail,998,7
C.26.51.29,Fabbricazione di altri apparecchi di misura e regolazione strumenti da disegno di contatori di elettricità gas acqua ed altri liquidi di bilance analitiche di precisione (incluse parti staccate ed accessori),1.a Impresa,4180843,13,BZ,Small (11-50),Medium (1M-10M),Manufacturing,346,6
A.01.11.40,Coltivazioni miste di cereali legumi da granella e semi oleosi,1.b Azienda individuale,0,1,PD,Micro (1-10),No revenue,Other,29,3
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,0,1,PD,Micro (1-10),No revenue,Wholesale/Retail,458,9
G.47.59.10,Commercio al dettaglio di mobili per la casa,1.a Impresa,257235,3,Unknown,Micro (1-10),Small (100k-1M),Wholesale/Retail,211,6
C.14.19.10,Confezioni varie e accessori per l'abbigliamento,1.b Azienda individuale,0,1,MI,Micro (1-10),No revenue,Manufacturing,50,3
C.18.12.00,Altra stampa,1.b Azienda individuale,0,4,PT,Micro (1-10),No revenue,Manufacturing,261,6
G.46.38.90,Commercio all'ingrosso di altri prodotti alimentari,1.a Impresa,47188,1,MI,Micro (1-10),Very Small (<100k),Wholesale/Retail,3306,21
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,0,1,Unknown,Micro (1-10),No revenue,Wholesale/Retail,8,1
J.62.02.00,Consulenza nel settore delle tecnologie dell'informatica,1.a Impresa,220,1,MI,Micro (1-10),Very Small (<100k),Information/Technology,265,12
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,0,1,RM,Micro (1-10),No revenue,Wholesale/Retail,1446,13
G.47.71.10,Commercio al dettaglio di confezioni per adulti,1.b Azienda individuale,0,3,NO,Micro (1-10),No revenue,Wholesale/Retail,528,14
C.32.50.20,Fabbricazione di protesi dentarie (inclusa riparazione),1.b Azienda individuale,0,1,SA,Micro (1-10),No revenue,Manufacturing,123,13
H.49.41.00,Trasporto di merci su strada,1.a Impresa,4375884,42,RM,Small (11-50),Medium (1M-10M),Transportation,1713,15
G.47.62.20,Commercio al dettaglio di articoli di cartoleria e forniture per ufficio,1.b Azienda individuale,0,1,AV,Micro (1-10),No revenue,Wholesale/Retail,176,3
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,0,1,MB,Micro (1-10),No revenue,Wholesale/Retail,6,1
J.61.90.91,Intermediazione in servizi di telecomunicazione e trasmissione dati,1.a Impresa,8781568,51,RM,Medium (51-250),Medium (1M-10M),Information/Technology,46,2
G.47.78.20,Commercio al dettaglio di materiale per ottica e fotografia,1.b Azienda individuale,0,3,FO,Micro (1-10),No revenue,Wholesale/Retail,95,7
G.47.78.20,Commercio al dettaglio di materiale per ottica e fotografia,1.a Impresa,0,5,TO,Micro (1-10),No revenue,Wholesale/Retail,10,2
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,0,1,IM,Micro (1-10),No revenue,Wholesale/Retail,114,3
G.47.80.00,COMMERCIO AL DETTAGLIO AMBULANTE,1.b Azienda individuale,0,2,TO,Micro (1-10),No revenue,Wholesale/Retail,156,4
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,570,1,SA,Micro (1-10),Very Small (<100k),Wholesale/Retail,5,1
C.10.71.10,Produzione di prodotti di panetteria freschi,1.a Impresa,163177,3,BN,Micro (1-10),Small (100k-1M),Manufacturing,121,8
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,0,1,AN,Micro (1-10),No revenue,Wholesale/Retail,37,5
G.47.71.10,Commercio al dettaglio di confezioni per adulti,1.b Azienda individuale,0,3,Unknown,Micro (1-10),No revenue,Wholesale/Retail,1610,9
R.90.03.09,Altre creazioni artistiche e letterarie,1.b Azienda individuale,0,1,SR,Micro (1-10),No revenue,Other,950,11
C.10.92.00,Produzione di prodotti per l'alimentazione degli animali da compagnia,1.a Impresa,0,3,FO,Micro (1-10),No revenue,Manufacturing,66,3
M.74.20.20,Laboratori fotografici per lo sviluppo e la stampa,1.a Impresa,0,1,PD,Micro (1-10),No revenue,Professional Services,17,1
G.47.19.90,Empori ed altri negozi non specializzati di vari prodotti non alimentari,1.a Impresa,40504,1,RM,Micro (1-10),Very Small (<100k),Wholesale/Retail,7,1
G.46.90.00,COMMERCIO ALL'INGROSSO NON SPECIALIZZATO,1.a Impresa,2551618,13,VA,Small (11-50),Medium (1M-10M),Wholesale/Retail,1076,9
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,0,1,FI,Micro (1-10),No revenue,Wholesale/Retail,132,7
N.82.19.09,Servizi di fotocopiatura preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio,1.a Impresa,19583,1,MI,Micro (1-10),Very Small (<100k),Business Services,71,4
C.27.40.02,Fabbricazione di luminarie per feste ,1.b Azienda individuale,0,1,Unknown,Micro (1-10),No revenue,Manufacturing,611,8
C.15.12.09,Fabbricazione di altri articoli da viaggio borse e simili pelletteria e selleria,1.b Azienda individuale,0,1,PV,Micro (1-10),No revenue,Manufacturing,5,1
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,0,1,PG,Micro (1-10),No revenue,Wholesale/Retail,104,8
J.62.01.00,Produzione di software non connesso all'edizione,1.a Impresa,3260,1,RM,Micro (1-10),Very Small (<100k),Information/Technology,146,4
